,user,txt,dt,user_location
141,Miami_Cannabis,Will recreational marijuana be legalized in Florida in 2020? John Morgan thinks so. - The News-Press https://t.co/Rzx4nyZAQa,Sun Jul 29 07:11:49 +0000 2018,"Miami, FL"
142,Miami_Cannabis,Synthetic Marijuana Flooding Florida Prisons - High Times https://t.co/oYjc1JVvac,Sun Jul 29 07:07:15 +0000 2018,"Miami, FL"
143,Hot105,"Police said officers searched a vehicle and found less than one ounce of marijuana and more than $107,000 in cash. https://t.co/1tsTN1caMx",Sun Jul 29 06:00:07 +0000 2018,South Florida
144,ThePrettyVacant,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 05:44:08 +0000 2018,
145,Ganbare__Ginkun,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 05:43:08 +0000 2018,
146,KissabiX,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 05:39:44 +0000 2018,
147,eco_281,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 05:10:35 +0000 2018,84107
148,MMJIQ,"Australia Wants to Be the World’s Top Medical Marijuana Exporter, But Many Nationals Can’t Get a Prescription - New… https://t.co/DYOM3Dv66w",Sun Jul 29 04:57:11 +0000 2018,"Miami, FL"
149,musicrowmaniac,"RT @1SKERKRO: RICKSCOTT doesn't care if this is illegal!
He has been taking bribes for the last 8 years!When you accept ""Lg Donations ""
You…",Sun Jul 29 04:40:33 +0000 2018,Plains of Western Kansas
150,PaulCherry,It appears that marijuana is starting to become legal all over the world now https://t.co/a8WKxz9p37,Sun Jul 29 04:36:15 +0000 2018,"Vero Beach, Fl"
151,Robin_Landeck,"RT @1SKERKRO: RICKSCOTT doesn't care if this is illegal!
He has been taking bribes for the last 8 years!When you accept ""Lg Donations ""
You…",Sun Jul 29 04:15:11 +0000 2018,"Seattle, WA"
152,ownyaownthrone,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 03:50:55 +0000 2018,Minneapolis
153,wendywelberry,"@rowena_fitzhugh @DAVHQ @RepTimWalz @DeptVetAffairs I was trying to be up front with my doc. I moved to a new VA, n… https://t.co/dmrOY3xrJ0",Sun Jul 29 03:47:25 +0000 2018,"Minnesota, USA"
154,weekndbuz,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 03:46:38 +0000 2018,fl
155,Miami_Cannabis,Synthetic Marijuana Flooding Florida Prisons - High Times https://t.co/nnXCebQasI,Sun Jul 29 03:44:18 +0000 2018,"Miami, FL"
156,Miami_Cannabis,CAPITOL ROUNDUP: Florida in fight over medical marijuana - St. Augustine Record https://t.co/zCFUSiSoNn,Sun Jul 29 03:39:59 +0000 2018,"Miami, FL"
157,keylimepie01,RT @Laylafor57: I support @WalkerForFL for Florida Agriculture Commissioner. He is a scientist with a farming background who wants to bring…,Sun Jul 29 03:36:31 +0000 2018,
158,Miami_Cannabis,Appeals court rejects bid to smoke medical marijuana in Florida - The News-Press https://t.co/W01fMUroP4,Sun Jul 29 03:31:12 +0000 2018,"Miami, FL"
159,Miami_Cannabis,Chart: No end in sight for Florida's rapid medical marijuana growth - Marijuana Business Daily https://t.co/AGBVT1uRJ0,Sun Jul 29 03:23:55 +0000 2018,"Miami, FL"
160,MohammedMShaker,I have a reusable straw and believe if a business or person wants to cut down on straws or plastics fine. But using… https://t.co/5vbfF9DCim,Sun Jul 29 03:23:29 +0000 2018,"Saint Petersburg, Florida"
161,Miami_Cannabis,Synthetic Marijuana Flooding Florida Prisons - High Times https://t.co/ZN9p5OHIyp,Sun Jul 29 03:18:01 +0000 2018,"Miami, FL"
162,Miami_Cannabis,Will recreational marijuana be legalized in Florida in 2020? John Morgan thinks so. - The News-Press https://t.co/tvUtUVOE82,Sun Jul 29 03:11:37 +0000 2018,"Miami, FL"
163,MMJIQ,This Marijuana Industry Shift Should Make You Smile - The Motley Fool https://t.co/aQ3Gpxp04H,Sun Jul 29 03:11:02 +0000 2018,"Miami, FL"
164,Miami_Cannabis,Synthetic Marijuana Flooding Florida Prisons - High Times https://t.co/1WiZ11hxXy,Sun Jul 29 03:01:46 +0000 2018,"Miami, FL"
165,JacobGlasnovich,Alcohol Sales Dropped 15% In States With Medical Marijuana Laws https://t.co/UtwMcqrl8e,Sun Jul 29 03:00:18 +0000 2018,"Sarasota, FL"
166,AMLickerLegsC1C,@TheJusticeDept I was just too scared to exercise my right to freedom of speech to message the dea and fbi. Actuall… https://t.co/TgjCUtMJ21,Sun Jul 29 02:58:30 +0000 2018,"Orlando, FL"
167,rickLITHIUM,U.S. Senate Votes To Legalize Hemp After Decades-Long Ban Under Marijuana Prohibition https://t.co/fjfmLAMTeH,Sun Jul 29 02:55:17 +0000 2018,Fort Lauderdale
168,MarcPuckett,"RT @AnricaC: Ricardo Rojas is a 75 yr. old elderly man who is serving a LIFE sentence for Marijuana! That's right, POT! He has spent the la…",Sun Jul 29 02:51:22 +0000 2018,At Sea...
169,Miami_Cannabis,Appeals court rejects bid to smoke medical marijuana in Florida - The News-Press https://t.co/TMAbIFC9yT,Sun Jul 29 02:49:40 +0000 2018,"Miami, FL"
170,eff_yeah_steph,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 02:48:05 +0000 2018,"Florida, USA"
171,Jen19841980,RT @Miami_Cannabis: Will recreational marijuana be legalized in Florida in 2020? John Morgan thinks so. - The News-Press https://t.co/3HNKJ…,Sun Jul 29 02:47:27 +0000 2018,"Metairie, LA"
172,shortysstyle,"@PascoSheriff The only time marijuana should be used is medical period, and none smoke kind. That is the only type… https://t.co/Qr4nqHUibx",Sun Jul 29 02:46:51 +0000 2018,"Mims, FL"
173,Miami_Cannabis,Will recreational marijuana be legalized in Florida in 2020? John Morgan thinks so. - The News-Press https://t.co/3HNKJiiqQg,Sun Jul 29 02:46:17 +0000 2018,"Miami, FL"
174,WTVYNews4,"THC edibles imitated Rice Krispy Treats , Swedish Fish and Nerdz Candies -- &gt; https://t.co/Ke6k383byb",Sun Jul 29 02:45:40 +0000 2018,"Dothan, AL"
175,BethAnnFiedler,"@_dougmister @benin95 @mitchellvii @justonepatriot https://t.co/pj39AasZ6j From my Ch 1, pg. 9 of latest book where… https://t.co/fTxACzXlTf",Sun Jul 29 02:40:49 +0000 2018,"Jacksonville, FL"
176,Miami_Cannabis,Synthetic Marijuana Flooding Florida Prisons - High Times https://t.co/sRyyd0WeTh,Sun Jul 29 02:40:37 +0000 2018,"Miami, FL"
177,Miami_Cannabis,John Morgan Plans to Legalize Cannabis in Florida in 2020 - The Marijuana Times https://t.co/dhbhs1QczY,Sun Jul 29 02:32:39 +0000 2018,"Miami, FL"
178,racheleighh_,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 02:30:22 +0000 2018,"Florida, USA"
179,Miami_Cannabis,Protesters gather in downtown Orlando demanding Rick Scott take action on medical marijuana - Orlando Weekly (blog) https://t.co/izzunoGJbh,Sun Jul 29 02:23:04 +0000 2018,"Miami, FL"
180,BethAnnFiedler,"@_dougmister @benin95 @mitchellvii @justonepatriot From Ch1,p9 of my latest book. ""The emerging and controversial m… https://t.co/9TGWB2tZhv",Sun Jul 29 02:19:32 +0000 2018,"Jacksonville, FL"
181,KrispyTacoBelle,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 02:13:04 +0000 2018,under a cat
182,Miami_Cannabis,Is Florida's effort to stop marijuana-impaired drivers half-baked? - https://t.co/U7sOKzZIlc https://t.co/n8kSTuJW3A,Sun Jul 29 02:09:31 +0000 2018,"Miami, FL"
183,BethAnnFiedler,"@_dougmister @benin95 @mitchellvii @justonepatriot As a PhD and author of regulatory requirements, public health an… https://t.co/O9KcTzlKgc",Sun Jul 29 02:08:20 +0000 2018,"Jacksonville, FL"
184,DankTechno,"RT @lopezgovlaw: #News ""Under The Banner Of Marijuana — An Estonian Municipality Adopts A New Flag"" | The rural region has a long history o…",Sun Jul 29 02:06:33 +0000 2018,
185,Miami_Cannabis,Is Florida's effort to stop marijuana-impaired drivers half-baked? - https://t.co/U7sOKzZIlc https://t.co/4ZySGt4XNf,Sun Jul 29 02:01:52 +0000 2018,"Miami, FL"
186,girlnarly,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 01:59:49 +0000 2018,baltimore
187,DougHageman,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 01:57:30 +0000 2018,
188,Miami_Cannabis,Synthetic Marijuana Flooding Florida Prisons - High Times https://t.co/6iDdgQuQKk,Sun Jul 29 01:57:04 +0000 2018,"Miami, FL"
189,GlennFolse10,"RT @CombatDebater: Court Rules:  Medical Marijuana Card Holders Can't Buy Firearms.

We live in a world where having a medical marijuana ca…",Sun Jul 29 01:52:53 +0000 2018,"Alexandria, LA"
190,mariososa1238,These states are using medical marijuana to fight opioids. Here's how. - Axios https://t.co/kNGNkvSm9g,Sun Jul 29 01:48:39 +0000 2018,"Pennsylvania, USA"
191,Miami_Cannabis,Will recreational marijuana be legalized in Florida in 2020? John Morgan thinks so. - The News-Press https://t.co/tQASojoMnw,Sun Jul 29 01:48:37 +0000 2018,"Miami, FL"
192,cara_marvelous0,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 01:48:31 +0000 2018,
193,ElGuardianAngel,"@WhatTheFFacts A little acid or marijuana, it would look even better.",Sun Jul 29 01:35:57 +0000 2018,"Deltona, FL"
194,LeeHeraldNews,State medical marijuana chief stepping down https://t.co/X896c1HANQ,Sun Jul 29 01:35:51 +0000 2018,"Fort Myers, FL"
195,pdesiperez,“He said [...] underage drinking and smoking marijuana on campus are criminal offenses that don’t always require gi… https://t.co/TvHyaRhokn,Sun Jul 29 01:33:36 +0000 2018,"Orlando, FL"
196,xxraychillxx,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 01:28:53 +0000 2018,"Hinsdale, New Hampshire"
197,NatInvestor,Bipartisan Group of U.S. Senators Urge Sessions to Stop Blocking Marijuana Research https://t.co/NQxpaQeyka,Sun Jul 29 01:22:58 +0000 2018,"St Augustine, FL"
198,Tits_McDick,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 01:22:22 +0000 2018,
199,klifesciences,These states are using medical marijuana to fight opioids. Here's how. - Axios https://t.co/CMk4g6XEWz,Sun Jul 29 01:06:28 +0000 2018,"Pennsylvania, USA"
200,AmazngKindles,RT @ReaderFaves The Laredo marijuana Racket. Read the True Crime blog. ➡https://t.co/HiKIOOkFss  https://t.co/iweiQlnfcw #amreading,Sun Jul 29 01:05:26 +0000 2018,"Minnesota, USA"
201,backwoodsmando,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 00:55:51 +0000 2018,"Dock of the bay, MI  "
202,Cptnrwrpnts,RT @molly7anne: Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked? This mor…,Sun Jul 29 00:55:05 +0000 2018,"Alabama, USA"
203,molly7anne,Once a doctor asked if I’ve smoked marijuana and I said yes and then she asked “When was the last time you smoked?… https://t.co/MDeEiFCPXJ,Sun Jul 29 00:54:00 +0000 2018,Minnesota 
204,SANDALIOCARMONA,"Marijuana worth roughly $12M seized from chicken farm, Georgia authorities say https://t.co/CHqAgWX8yt #FoxNews",Sun Jul 29 00:35:13 +0000 2018,miami
205,LordBanger,I liked a @YouTube video https://t.co/1VlMp2VyjQ Joe Rogan vs Steven Crowder: Heated Argument over Marijuana,Sun Jul 29 00:07:00 +0000 2018,"North Palm Beach, FL"
206,blackanniee_,They medical marijuana really don’t be smoking to me ion see what the hype about 🤷🏾‍♀️,Sun Jul 29 00:06:31 +0000 2018,"Miami, FL"
207,jjdpower1970,"RT @jjdpower1970: Marijuana worth roughly $12M seized from chicken farm, Georgia authorities say

https://t.co/A8XGy97P4j",Sun Jul 29 00:03:09 +0000 2018,"Miami, FL"
208,ForGodNCountry1,@noobmarathoner @CNN @VanJones68 I'm a 50 year old white American who had no prior charges I just received a mariju… https://t.co/ja3bOi2Dq6,Sat Jul 28 23:58:54 +0000 2018,Spring hill FL
209,JCraiggie,"RT @jjdpower1970: Marijuana worth roughly $12M seized from chicken farm, Georgia authorities say

https://t.co/A8XGy97P4j",Sat Jul 28 23:58:50 +0000 2018,USA 
210,jjdpower1970,"Marijuana worth roughly $12M seized from chicken farm, Georgia authorities say

https://t.co/A8XGy97P4j",Sat Jul 28 23:56:39 +0000 2018,"Miami, FL"
211,joey71074,@Deb_Lipman @maoram1972 @letsallkneel @_SJPeace_ Meanwhile....a white woman demanded a permit from a black child fo… https://t.co/koo6nQUwer,Sat Jul 28 23:35:37 +0000 2018,"Richmond Heights, FL"
212,SusanCarolPerry,@FoxNews How did the chicken cross the road at the marijuana farm?  😂  ...Not very steady 🤣😂🤣,Sat Jul 28 23:31:00 +0000 2018,"Mobile, AL"
213,DrugTestNews,Anchorage marijuana store owner's permit is revoked https://t.co/XQJn8GA5ey,Sat Jul 28 23:16:30 +0000 2018,"Boca Raton, FL"
214,MysticHippie8,Is it that time yet? ✌️👣💨💨 #mystichippie #hippielife #weed #420 #marijuana #weedtweet #AliceInWonderland… https://t.co/JyHn0fi1xD,Sat Jul 28 22:59:04 +0000 2018,"Pennsylvania, USA"
215,DrugTestNews,"Marijuana worth roughly $12M seized from chicken farm, Georgia authorities say https://t.co/AfJMAicpl5",Sat Jul 28 22:46:28 +0000 2018,"Boca Raton, FL"
216,edbenson98,"Marijuana worth roughly $12M seized from chicken farm, Georgia authorities say https://t.co/3wbmZ3beqM",Sat Jul 28 22:41:30 +0000 2018,South Florida
217,maryannatlanta,"RT @CombatDebater: Court Rules:  Medical Marijuana Card Holders Can't Buy Firearms.

We live in a world where having a medical marijuana ca…",Sat Jul 28 22:31:31 +0000 2018,
218,ShaunHumphrey65,"President Trump will take away any liberal attempts to use marijuana and an issue.

Wait.

#MAGA https://t.co/4f0TV2dtEB",Sat Jul 28 22:29:03 +0000 2018,"St Petersburg, FL"
219,ScoopReportnews,"Marijuana worth roughly $12M seized from chicken farm, Georgia authorities say https://t.co/Yb3w9OBYk1",Sat Jul 28 22:07:37 +0000 2018,"Pennsylvania, USA"
220,theledger,State medical marijuana chief is stepping down Read more: https://t.co/weRxgXVuRL https://t.co/weRxgXVuRL,Sat Jul 28 22:06:13 +0000 2018,"Lakeland, FL"
221,teal_dragon,"RT @CombatDebater: Court Rules:  Medical Marijuana Card Holders Can't Buy Firearms.

We live in a world where having a medical marijuana ca…",Sat Jul 28 21:56:13 +0000 2018,
222,TorrentsRain,"RT @CombatDebater: Court Rules:  Medical Marijuana Card Holders Can't Buy Firearms.

We live in a world where having a medical marijuana ca…",Sat Jul 28 21:50:32 +0000 2018,"Spokane, WA"
223,LuisGalanomd,Charlie Christ is the Governor of Florida how can he sponsor a bill in Congress? https://t.co/oN0uWkqaFB,Sat Jul 28 21:40:48 +0000 2018,"Palm Coast, FL"
224,mockingbird214,RT @Laylafor57: I support @WalkerForFL for Florida Agriculture Commissioner. He is a scientist with a farming background who wants to bring…,Sat Jul 28 21:35:08 +0000 2018,United States
225,TheKeeper2016,RT @kushflavrdjager: Florida's medical marijuana director abruptly resigns https://t.co/AjqE86u0qm via @Florida_Today,Sat Jul 28 21:13:42 +0000 2018,U.S.A.
226,changeditall,"RT @CombatDebater: Court Rules:  Medical Marijuana Card Holders Can't Buy Firearms.

We live in a world where having a medical marijuana ca…",Sat Jul 28 21:12:32 +0000 2018,"Georgia, USA"
227,Florida_Today,RT @kushflavrdjager: Florida's medical marijuana director abruptly resigns https://t.co/AjqE86u0qm via @Florida_Today,Sat Jul 28 21:12:14 +0000 2018,"Melbourne, Fla."
228,SWCO_Justice,"RT @AnricaC: Ricardo Rojas is a 75 yr. old elderly man who is serving a LIFE sentence for Marijuana! That's right, POT! He has spent the la…",Sat Jul 28 20:55:34 +0000 2018,
229,jasmin_djokaj,"RT @AnricaC: Ricardo Rojas is a 75 yr. old elderly man who is serving a LIFE sentence for Marijuana! That's right, POT! He has spent the la…",Sat Jul 28 20:33:12 +0000 2018,"Yonkers, NY"
230,CaronTreatment,"“As more states legalize recreational marijuana, will there be a silver lining or unintended consequences? Lawmaker… https://t.co/6lBWXTDIDh",Sat Jul 28 20:30:02 +0000 2018,"PA, FL"
231,CandyHeadEdible,"RT @ch_ifm: &gt;300 people overdosed in Washington, D.C. in the last two weeks after consuming what is suspected to be #synthetic #marijuana -…",Sat Jul 28 20:26:17 +0000 2018,"Providence, RI"
232,LNseven5,Regulators investigating AZ medical marijuana grow after chemical spill https://t.co/WtsVj6rkuB,Sat Jul 28 20:22:53 +0000 2018,Tampa
233,LoriLocosloca,"RT @thomaskaine5: Beto O'Rourke, independent minded democrat running against Ted Cruz, stands for  1) getting corporate influence &amp; $$ out…",Sat Jul 28 20:22:28 +0000 2018,"California, USA"
234,Catie45520067,"RT @CombatDebater: Court Rules:  Medical Marijuana Card Holders Can't Buy Firearms.

We live in a world where having a medical marijuana ca…",Sat Jul 28 20:15:45 +0000 2018,"Kansas, USA"
235,pdacha3,"RT @thomaskaine5: Beto O'Rourke, independent minded democrat running against Ted Cruz, stands for  1) getting corporate influence &amp; $$ out…",Sat Jul 28 20:13:55 +0000 2018,
236,ch_ifm,"&gt;300 people overdosed in Washington, D.C. in the last two weeks after consuming what is suspected to be #synthetic… https://t.co/aYOaUOGkAR",Sat Jul 28 20:13:45 +0000 2018,Switzerland 
237,LNseven5,"Black market thriving in legal pot California! #stoplegalpot This man was growing 2,079 marijuana plants. Now, he’s… https://t.co/STe4RYxxvq",Sat Jul 28 20:13:41 +0000 2018,Tampa
238,PMafull,"RT @thomaskaine5: Beto O'Rourke, independent minded democrat running against Ted Cruz, stands for  1) getting corporate influence &amp; $$ out…",Sat Jul 28 20:12:24 +0000 2018,"New Jersey, USA"
239,fgatewood65,"RT @thomaskaine5: WOW:  Dem Beto O'Rourke, currently House representative of El Paso district, is running a MODEL GRASS ROOTS campaign agai…",Sat Jul 28 20:11:08 +0000 2018,"El Paso, Texas"
